de_Subject,de_Predicate,de_Object,Triple_ID,de_Subject_concept,de_Predicate_concept,de_Object_concept
Person,engagiert,Delikt,directive_(eu)_2016_1919_en.txt,-,-,-
Hilfe,soll,wird fur Zwecke des Verfahrens gewahrt,directive_(eu)_2016_1919_en.txt,-,-,-
Person,wird vermutet,begangen haben,directive_(eu)_2016_1919_en.txt,-,-,-
Rechtshilfe,soll,wird fur Zwecke des Verfahrens gewahrt,directive_(eu)_2016_1919_en.txt,-,-,-
betroffene Person,wird vermutet,begangen zu haben,directive_(eu)_2016_1919_en.txt,-,-,-
Hilfe,soll,werden nur zweckgebunden gewahrt,directive_(eu)_2016_1919_en.txt,-,-,-
Hilfe,soll,werden fur bestimmte Zwecke gewahrt,directive_(eu)_2016_1919_en.txt,-,-,-
Rechtshilfe,soll,werden fur bestimmte Zwecke gewahrt,directive_(eu)_2016_1919_en.txt,-,-,-
Artikel 5 Prozesskostenhilfe,ist in,Europaisches Haftbefehlsverfahren 1,directive_(eu)_2016_1919_en.txt,Prozesskostenhilfe,-,-
Personen,gleich darauf,Festnahme,directive_(eu)_2016_1919_en.txt,-,-,-
gesuchte Personen,gleich darauf,Festnahme,directive_(eu)_2016_1919_en.txt,-,-,-
ausstellender Mitgliedstaat,soll sicherstellen,Das,directive_(eu)_2016_1919_en.txt,-,-,-
Mitgliedsstaat,soll sicherstellen,Das,directive_(eu)_2016_1919_en.txt,-,-,-
Rechts,durfen,unterwerfen darf,directive_(eu)_2016_1919_en.txt,-,-,-
Rechts,durfen,kann einer Bedurftigkeitsprufung unterliegen,directive_(eu)_2016_1919_en.txt,-,-,-
Rechtshilfe,Sei,unverzuglich von der Behorde vorgenommen werden,directive_(eu)_2016_1919_en.txt,-,-,-
Rechtshilfe,Sei,uber die Beauftragung von Rechtsanwalten durch die zustandige Behorde,directive_(eu)_2016_1919_en.txt,-,-,-
Hilfe,Sei,bei unverzuglicher behordlicher Beauftragung von Rechtsanwalten,directive_(eu)_2016_1919_en.txt,-,-,-
Hilfe,Sei,uber die unverzugliche Beauftragung von Rechtsanwalten durch die zustandige Behorde,directive_(eu)_2016_1919_en.txt,-,-,-
Hilfe,Sei,uber die behordliche Beauftragung von Rechtsanwalten,directive_(eu)_2016_1919_en.txt,-,-,-
Rechtshilfe,Sei,"bei Auftrag, der ohne unangemessene Verzogerung von der Behorde erteilt wird",directive_(eu)_2016_1919_en.txt,-,-,-
Rechtshilfe,gemacht werden von,Behorde,directive_(eu)_2016_1919_en.txt,-,-,-
Rechtshilfe,Sei,unverzuglich von der Behorde vorgenommen werden,directive_(eu)_2016_1919_en.txt,-,-,-
Hilfe,Sei,uber die unverzugliche Beauftragung von Rechtsanwalten durch die Behorde,directive_(eu)_2016_1919_en.txt,-,-,-
Hilfe,gemacht werden von,Behorde,directive_(eu)_2016_1919_en.txt,-,-,-
Rechtshilfe,Sei,unverzuglich von der zustandigen Behorde vorgenommen werden,directive_(eu)_2016_1919_en.txt,-,-,-
Hilfe,Sei,"bei Auftrag, der ohne unangemessene Verzogerung von der Behorde erteilt wird",directive_(eu)_2016_1919_en.txt,-,-,-
Hilfe,Sei,unverzuglich von der zustandigen Behorde vorgenommen werden,directive_(eu)_2016_1919_en.txt,-,-,-
Hilfe,Sei,im Auftrag einer Behorde,directive_(eu)_2016_1919_en.txt,-,-,-
Hilfe,gemacht werden von,zustandige Behorde,directive_(eu)_2016_1919_en.txt,-,-,-
Rechtshilfe,Sei,bei unverzuglicher Auftragserteilung durch die zustandige Behorde,directive_(eu)_2016_1919_en.txt,-,-,-
Hilfe,Sei,unverzuglich von der zustandigen Behorde vorgenommen werden,directive_(eu)_2016_1919_en.txt,-,-,-
Hilfe,Sei,uber die unverzugliche Beauftragung von Rechtsanwalten durch die zustandige Behorde,directive_(eu)_2016_1919_en.txt,-,-,-
Hilfe,Sei,auf unverzuglich erteilten Auftrag der Behorde,directive_(eu)_2016_1919_en.txt,-,-,-
Rechtshilfe,Sei,bei unverzuglicher behordlicher Beauftragung von Rechtsanwalten,directive_(eu)_2016_1919_en.txt,-,-,-
Rechtshilfe,Sei,"bei Auftrag, der von der zustandigen Behorde unverzuglich erteilt wird",directive_(eu)_2016_1919_en.txt,-,-,-
Hilfe,Sei,uber die Beauftragung von Rechtsanwalten durch die zustandige Behorde,directive_(eu)_2016_1919_en.txt,-,-,-
Rechtshilfe,Sei,im Auftrag einer Behorde,directive_(eu)_2016_1919_en.txt,-,-,-
Hilfe,Sei,unverzuglich von der Behorde vorgenommen werden,directive_(eu)_2016_1919_en.txt,-,-,-
Hilfe,Sei,unverzuglich von der Behorde vorgenommen werden,directive_(eu)_2016_1919_en.txt,-,-,-
Hilfe,Sei,im Auftrag der zustandigen Behorde,directive_(eu)_2016_1919_en.txt,-,-,-
Rechtshilfe,Sei,uber die behordliche Beauftragung von Rechtsanwalten,directive_(eu)_2016_1919_en.txt,-,-,-
Hilfe,Sei,bei unverzuglicher Auftragserteilung durch die zustandige Behorde,directive_(eu)_2016_1919_en.txt,-,-,-
Hilfe,Sei,"bei Auftrag, der von der zustandigen Behorde unverzuglich erteilt wird",directive_(eu)_2016_1919_en.txt,-,-,-
Rechtshilfe,Sei,uber die unverzugliche Beauftragung von Rechtsanwalten durch die Behorde,directive_(eu)_2016_1919_en.txt,-,-,-
Rechtshilfe,Sei,im Auftrag der zustandigen Behorde,directive_(eu)_2016_1919_en.txt,-,-,-
Rechtshilfe,gemacht werden von,zustandige Behorde,directive_(eu)_2016_1919_en.txt,-,-,-
Rechtshilfe,Sei,uber die unverzugliche Beauftragung von Rechtsanwalten durch die zustandige Behorde,directive_(eu)_2016_1919_en.txt,-,-,-
Rechtshilfe,Sei,auf unverzuglich erteilten Auftrag der Behorde,directive_(eu)_2016_1919_en.txt,-,-,-
Rechtshilfe,Sei,unverzuglich von der zustandigen Behorde vorgenommen werden,directive_(eu)_2016_1919_en.txt,-,-,-
Rechtshilfe,Sei,uber die unverzugliche Beauftragung von Rechtsanwalten durch die zustandige Behorde,directive_(eu)_2016_1919_en.txt,-,-,-
Behorde,respektieren,Verteidigungsrechte,directive_(eu)_2016_1919_en.txt,-,-,-
zustandige Behorde,respektieren,Verteidigungsrechte,directive_(eu)_2016_1919_en.txt,-,-,-
zustandige Behorde,nimmt fleissig,seine Entscheidungen,directive_(eu)_2016_1919_en.txt,-,-,-
Behorde,respektieren,Rechte,directive_(eu)_2016_1919_en.txt,-,-,-
zustandige Behorde,respektieren,Rechte,directive_(eu)_2016_1919_en.txt,-,-,-
seine Entscheidungen,respektieren,Rechte,directive_(eu)_2016_1919_en.txt,-,-,-
Behorde,dauert,seine Entscheidungen,directive_(eu)_2016_1919_en.txt,-,-,-
Behorde,nimmt fleissig,seine Entscheidungen,directive_(eu)_2016_1919_en.txt,-,-,-
Mitgliedsstaaten,sollte nehmen,Mittel,directive_(eu)_2016_1919_en.txt,-,-,-
Mitgliedsstaaten,sollte nehmen,angemessene Massnahmen,directive_(eu)_2016_1919_en.txt,-,-,-
Mitgliedsstaaten,sollte nehmen,sicherstellen,directive_(eu)_2016_1919_en.txt,-,-,-
seine Entscheidungen,respektieren,Verteidigungsrechte,directive_(eu)_2016_1919_en.txt,-,-,-
zustandige Behorde,dauert,seine Entscheidungen,directive_(eu)_2016_1919_en.txt,-,-,-
Mitgliedsstaaten,sollte nehmen,sicherstellen,directive_(eu)_2016_1919_en.txt,-,-,-
ihre Bitte,wird abgelehnt,Teil,directive_(eu)_2016_1919_en.txt,-,-,-
ihre Bitte,Ist,bei teilweiser Ablehnung,directive_(eu)_2016_1919_en.txt,-,-,-
ihre Bitte,Ist,wenn abgelehnt,directive_(eu)_2016_1919_en.txt,-,-,-
ihre Bitte,Ist,abgelehnt,directive_(eu)_2016_1919_en.txt,-,-,-
ihre Bitte,wird abgelehnt,voll,directive_(eu)_2016_1919_en.txt,-,-,-
Mitgliedsstaaten,sollte nehmen,Notwendige Massnahmen,directive_(eu)_2016_1919_en.txt,-,-,-
ihre Bitte,Ist,bei vollstandiger Ablehnung,directive_(eu)_2016_1919_en.txt,-,-,-
Verdachtige,Sind,informiert,directive_(eu)_2016_1919_en.txt,-,-,-
Verdachtige,Sind,schriftlich informiert,directive_(eu)_2016_1919_en.txt,-,-,-
ihre Bitte,Ist,bei vollstandiger oder teilweiser Ablehnung,directive_(eu)_2016_1919_en.txt,-,-,-
ihre Bitte,Ist,teilweise vollstandig abgelehnt,directive_(eu)_2016_1919_en.txt,-,-,-
Mitgliedsstaaten,Massnahmen ergreifen,sicherstellen,directive_(eu)_2016_1919_en.txt,-,-,-
Mitgliedsstaaten,Massnahmen ergreifen,sicherstellen,directive_(eu)_2016_1919_en.txt,-,-,-
angemessene Ausbildung,bereitgestellt wird,an der Entscheidung im Verfahren beteiligtes Personal,directive_(eu)_2016_1919_en.txt,-,-,-
Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidungsfindung uber Beihilfen im Strafverfahren beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,Strafverfahren
angemessene Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidungsfindung in Haftbefehlsverfahren beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,-
Ausbildung,bereitgestellt wird,an Entscheidungen im Strafverfahren beteiligtes Personal im Haftbefehlsverfahren,directive_(eu)_2016_1919_en.txt,-,-,Strafverfahren
angemessene Ausbildung,bereitgestellt wird,"Mitarbeiter, die an Verfahren zum Europaischen Haftbefehl beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,-
angemessene Ausbildung,bereitgestellt wird,an Entscheidungen im Strafverfahren beteiligtes Personal im Haftbefehlsverfahren,directive_(eu)_2016_1919_en.txt,-,-,Strafverfahren
angemessene Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidung uber die Verfahrensbeihilfe im Haftbefehlsverfahren beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,-
angemessene Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidungsfindung zur Strafverfahrenshilfe im Europaischen Haftbefehlsverfahren beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,-
Ausbildung,bereitgestellt wird,Mitarbeiter,directive_(eu)_2016_1919_en.txt,-,-,-
angemessene Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidungsfindung uber Beihilfen im Strafverfahren beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,Strafverfahren
angemessene Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidung uber Beihilfen im Verfahren zum Europaischen Haftbefehl beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,-
Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidung uber Beihilfen im Haftbefehlsverfahren beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,-
angemessene Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidung uber Verfahrensbeihilfen im Haftbefehlsverfahren beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,-
Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidung uber Prozesskostenhilfe im Strafverfahren in Verfahren zum Europaischen Haftbefehl beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,Prozesskostenhilfe:Strafverfahren
Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidungsfindung uber Prozesskostenhilfe in Verfahren im Rahmen eines Europaischen Haftbefehlsverfahrens beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,Prozesskostenhilfe
Ausbildung,bereitgestellt wird,an der Entscheidungsfindung im Strafverfahren beteiligtes Personal im Haftbefehlsverfahren,directive_(eu)_2016_1919_en.txt,-,-,Strafverfahren
angemessene Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidungsfindung uber Beihilfen im Verfahren beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,-
angemessene Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidungsfindung uber Prozesskostenhilfe in Verfahren im Rahmen eines Europaischen Haftbefehlsverfahrens beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,Prozesskostenhilfe
angemessene Ausbildung,bereitgestellt wird,an der Entscheidung im Haftbefehlsverfahren beteiligtes Personal,directive_(eu)_2016_1919_en.txt,-,-,-
Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidung uber die Beihilfe im Strafverfahren beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,Strafverfahren
Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidung uber Prozesskostenhilfe im Haftbefehlsverfahren beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,Prozesskostenhilfe
angemessene Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidung im Verfahren zum Europaischen Haftbefehl beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,-
Ausbildung,bereitgestellt wird,an der Entscheidungsfindung im Verfahren im Rahmen eines Europaischen Haftbefehls beteiligtes Personal,directive_(eu)_2016_1919_en.txt,-,-,-
angemessene Ausbildung,bereitgestellt wird,an der Entscheidungsfindung im Verfahren im Rahmen eines Europaischen Haftbefehls beteiligtes Personal,directive_(eu)_2016_1919_en.txt,-,-,-
angemessene Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidungsfindung in Verfahren zum Europaischen Haftbefehl beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,-
angemessene Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidungsfindung uber Prozesskostenhilfe in Strafverfahren beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,Prozesskostenhilfe:Strafverfahren
Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidung uber Prozesskostenhilfe in Verfahren zum Europaischen Haftbefehl beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,Prozesskostenhilfe
Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidung uber Verfahrensbeihilfen im Verfahren zum Europaischen Haftbefehl beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,-
angemessene Ausbildung,bereitgestellt wird,Mit der Entscheidung im Verfahren im Verfahren zum Europaischen Haftbefehl befasstes Personal,directive_(eu)_2016_1919_en.txt,-,-,-
angemessene Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidungsfindung beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,-
angemessene Ausbildung,bereitgestellt wird,beteiligtes Personal,directive_(eu)_2016_1919_en.txt,-,-,-
angemessene Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidung uber Prozesskostenhilfe in Strafverfahren beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,Prozesskostenhilfe:Strafverfahren
angemessene Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidung uber Prozesskostenhilfe beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,Prozesskostenhilfe
Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidung uber Strafkostenhilfe im Haftbefehlsverfahren beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,-
angemessene Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidung uber Prozesskostenhilfe im Strafverfahren in Haftbefehlsverfahren beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,Prozesskostenhilfe:Strafverfahren
Ausbildung,bereitgestellt wird,"Mitarbeiter, die an Haftbefehlsverfahren beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,-
Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidungsfindung uber Prozesskostenhilfe beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,Prozesskostenhilfe
angemessene Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidung uber Prozesskostenhilfe beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,Prozesskostenhilfe
Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidungsfindung uber Hilfe beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,-
angemessene Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidung uber Beihilfen im Haftbefehlsverfahren beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,-
angemessene Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidung uber Strafkostenhilfe im Europaischen Haftbefehlsverfahren beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,-
angemessene Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidung uber die Beihilfe im Strafverfahren beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,Strafverfahren
Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidung uber Prozesskostenhilfe im Haftbefehlsverfahren beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,Prozesskostenhilfe
Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidung im Strafverfahren im Verfahren zum Europaischen Haftbefehl beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,Strafverfahren
angemessene Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidung uber Verfahrensbeihilfen im Verfahren zum Europaischen Haftbefehl beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,-
Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidungsfindung uber Prozesskostenhilfe in Verfahren zum Europaischen Haftbefehl beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,Prozesskostenhilfe
Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidung uber Beihilfen im Verfahren beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,-
angemessene Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidungsfindung uber Verfahrensbeihilfen im Verfahren zum Europaischen Haftbefehl beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,-
Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidungsfindung in Verfahren zum Europaischen Haftbefehl beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,-
Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidung im Verfahren zum Europaischen Haftbefehl beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,-
Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidungsfindung uber Strafverfahrenshilfe im Haftbefehlsverfahren beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,-
angemessene Ausbildung,bereitgestellt wird,Mitarbeiter,directive_(eu)_2016_1919_en.txt,-,-,-
Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidungsfindung in Haftbefehlsverfahren beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,-
Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidung uber Prozesskostenhilfe beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,Prozesskostenhilfe
Ausbildung,bereitgestellt wird,beteiligtes Personal,directive_(eu)_2016_1919_en.txt,-,-,-
angemessene Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidung uber Prozesskostenhilfe im Haftbefehlsverfahren beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,Prozesskostenhilfe
angemessene Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidung uber Prozesskostenhilfe in Verfahren zum Europaischen Haftbefehl beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,Prozesskostenhilfe
angemessene Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidung uber Prozesskostenhilfe im Verfahren im Rahmen eines Europaischen Haftbefehlsverfahrens beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,Prozesskostenhilfe
angemessene Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidung uber Prozesskostenhilfe im Haftbefehlsverfahren beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,Prozesskostenhilfe
angemessene Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidungsfindung im Verfahren beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,-
angemessene Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidungsfindung im Strafverfahren im Rahmen eines Europaischen Haftbefehlsverfahrens beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,Strafverfahren
Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidung uber Prozesskostenhilfe im Verfahren im Rahmen eines Europaischen Haftbefehlsverfahrens beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,Prozesskostenhilfe
angemessene Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidung uber die Hilfe beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,-
angemessene Ausbildung,bereitgestellt wird,"Mitarbeiter, die an Haftbefehlsverfahren beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,-
angemessene Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidungsfindung uber Prozesskostenhilfe in Verfahren zum Europaischen Haftbefehl beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,Prozesskostenhilfe
angemessene Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidung uber Beihilfen im Haftbefehlsverfahren beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,-
angemessene Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidung im Strafverfahren im Verfahren zum Europaischen Haftbefehl beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,Strafverfahren
Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidung uber Beihilfen im Haftbefehlsverfahren beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,-
angemessene Ausbildung,bereitgestellt wird,"Mitarbeiter, die an Entscheidungen in Strafverfahren beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,Strafverfahren
angemessene Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidung uber Prozesskostenhilfe im Strafverfahren in Verfahren zum Europaischen Haftbefehl beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,Prozesskostenhilfe:Strafverfahren
Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidungsfindung uber Beihilfen im Verfahren beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,-
angemessene Ausbildung,bereitgestellt wird,an der Entscheidung beteiligtes Personal im Haftbefehlsverfahren,directive_(eu)_2016_1919_en.txt,-,-,-
Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidungsfindung beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,-
Ausbildung,bereitgestellt wird,"Mitarbeiter, die an der Entscheidung uber Prozesskostenhilfe im Rahmen eines Haftbefehlsverfahrens beteiligt sind",directive_(eu)_2016_1919_en.txt,-,-,Prozesskostenhilfe
angemessene Ausbildung,bereitgestellt wird,an der Entscheidungsfindung im Strafverfahren beteiligtes Personal im Haftbefehlsverfahren,directive_(eu)_2016_1919_en.txt,-,-,Strafverfahren
