fr_Subject,fr_Predicate,fr_Object,Triple_ID
commission,examiner,autres elements des droits proceduraux des suspects,directive_(eu)_2016_343_en.txt
Conseil europeen,souligne,caractere non exhaustif,directive_(eu)_2016_343_en.txt
commission,examiner,autres elements de droits pour les suspects,directive_(eu)_2016_343_en.txt
commission,examiner,d'autres elements de droits,directive_(eu)_2016_343_en.txt
commission,examiner,autres elements,directive_(eu)_2016_343_en.txt
Conseil europeen,souligne,personnage,directive_(eu)_2016_343_en.txt
Conseil europeen,caractere souligne,en invitant,directive_(eu)_2016_343_en.txt
commission,examiner,autres elements des droits proceduraux minimaux pour les suspects,directive_(eu)_2016_343_en.txt
Conseil europeen,souligne,caractere non exhaustif de la feuille de route,directive_(eu)_2016_343_en.txt
autres elements,accuse,personnes,directive_(eu)_2016_343_en.txt
elements,accuse,personnes,directive_(eu)_2016_343_en.txt
commission,examiner,elements des droits proceduraux,directive_(eu)_2016_343_en.txt
commission,examiner,elements de droits minimaux pour les suspects,directive_(eu)_2016_343_en.txt
commission,examiner,elements des droits proceduraux minimaux pour les suspects,directive_(eu)_2016_343_en.txt
Conseil europeen,attrayant,commission,directive_(eu)_2016_343_en.txt
commission,examiner,elements de droits,directive_(eu)_2016_343_en.txt
commission,examiner,elements des droits proceduraux minimaux,directive_(eu)_2016_343_en.txt
commission,examiner,elements,directive_(eu)_2016_343_en.txt
commission,examiner,elements des droits proceduraux des suspects,directive_(eu)_2016_343_en.txt
commission,examiner,autres elements des droits minimaux,directive_(eu)_2016_343_en.txt
Conseil europeen,souligne,caractere de feuille de route,directive_(eu)_2016_343_en.txt
commission,examiner,elements pour les suspects,directive_(eu)_2016_343_en.txt
Conseil europeen,caractere souligne,attrayant,directive_(eu)_2016_343_en.txt
droits proceduraux,est dans,procedure penale,directive_(eu)_2016_343_en.txt
8 trois mesures,ont,ont adopte,directive_(eu)_2016_343_en.txt
trois mesures,ont,ont adopte,directive_(eu)_2016_343_en.txt
directives 2010 64 ue,ue de,Parlement europeen,directive_(eu)_2016_343_en.txt
but,est ameliorer,droit d'etre juge dans le cadre d'une procedure,directive_(eu)_2016_343_en.txt
but,est ameliorer,droit a un proces equitable,directive_(eu)_2016_343_en.txt
but,est ameliorer,droit a un proces,directive_(eu)_2016_343_en.txt
but,est ameliorer,droite,directive_(eu)_2016_343_en.txt
droite,but de,directif,directive_(eu)_2016_343_en.txt
but,est ameliorer,droit a un proces equitable dans les procedures,directive_(eu)_2016_343_en.txt
but,est ameliorer,droit d'etre juge dans le cadre d'une procedure penale,directive_(eu)_2016_343_en.txt
but,est ameliorer,droit a un proces equitable dans le cadre d'une procedure penale,directive_(eu)_2016_343_en.txt
proces equitable,est dans,procedure penale,directive_(eu)_2016_343_en.txt
confiance,ainsi faciliter,reconnaissance des decisions,directive_(eu)_2016_343_en.txt
confiance,ainsi faciliter,reconnaissance,directive_(eu)_2016_343_en.txt
confiance,faciliter la reconnaissance dans,questions,directive_(eu)_2016_343_en.txt
directif,objectifs,renforcer,directive_(eu)_2016_343_en.txt
confiance,faciliter,reconnaissance des decisions,directive_(eu)_2016_343_en.txt
confiance,faciliter la reconnaissance dans,affaires criminelles,directive_(eu)_2016_343_en.txt
confiance,facilitent ainsi la reconnaissance dans,affaires criminelles,directive_(eu)_2016_343_en.txt
confiance,ainsi faciliter,reconnaissance mutuelle,directive_(eu)_2016_343_en.txt
confiance,facilitent ainsi dans,affaires criminelles,directive_(eu)_2016_343_en.txt
directif,renforcer,confiance,directive_(eu)_2016_343_en.txt
confiance,faciliter dans,questions,directive_(eu)_2016_343_en.txt
confiance,faciliter,reconnaissance mutuelle,directive_(eu)_2016_343_en.txt
confiance,facilitent ainsi la reconnaissance dans,questions,directive_(eu)_2016_343_en.txt
confiance,faciliter,reconnaissance,directive_(eu)_2016_343_en.txt
confiance,faciliter dans,affaires criminelles,directive_(eu)_2016_343_en.txt
confiance,faciliter,reconnaissance mutuelle des decisions,directive_(eu)_2016_343_en.txt
confiance,ainsi faciliter,reconnaissance mutuelle des decisions,directive_(eu)_2016_343_en.txt
autre,dans,systemes de justice penale,directive_(eu)_2016_343_en.txt
directif,objectifs,a renforcer,directive_(eu)_2016_343_en.txt
directif,renforcer,confiance des Etats membres,directive_(eu)_2016_343_en.txt
confiance,facilitent ainsi dans,questions,directive_(eu)_2016_343_en.txt
regles minimales,peut egalement supprimer pour,circulation des citoyens,directive_(eu)_2016_343_en.txt
ces regles minimales communes,peut eliminer les obstacles a,circulation sur l'ensemble du territoire des Etats membres,directive_(eu)_2016_343_en.txt
ces regles minimales communes,peut eliminer les obstacles a,mouvement,directive_(eu)_2016_343_en.txt
ces regles minimales communes,peut eliminer les obstacles a,libre circulation sur tout le territoire,directive_(eu)_2016_343_en.txt
regles minimales communes,peut egalement supprimer pour,deplacement sur tout le territoire,directive_(eu)_2016_343_en.txt
ces regles minimales,peut egalement eliminer les obstacles a,libre circulation des citoyens,directive_(eu)_2016_343_en.txt
regles minimales,peut egalement eliminer les obstacles a,circulation des citoyens sur le territoire des Etats membres,directive_(eu)_2016_343_en.txt
regles minimales communes,peut eliminer les obstacles a,libre circulation sur tout le territoire des Etats membres,directive_(eu)_2016_343_en.txt
regles minimales,peut supprimer pour,mouvement,directive_(eu)_2016_343_en.txt
regles minimales communes,peut eliminer les obstacles a,libre circulation des citoyens,directive_(eu)_2016_343_en.txt
regles minimales,peut supprimer pour,libre circulation sur tout le territoire des Etats membres,directive_(eu)_2016_343_en.txt
regles minimales communes,peut egalement supprimer pour,libre circulation des citoyens,directive_(eu)_2016_343_en.txt
regles minimales,peut egalement eliminer les obstacles a,libre circulation des citoyens,directive_(eu)_2016_343_en.txt
regles minimales,peut egalement supprimer pour,libre circulation des citoyens sur tout le territoire,directive_(eu)_2016_343_en.txt
ces regles minimales communes,peut egalement eliminer les obstacles a,circulation des citoyens sur tout le territoire,directive_(eu)_2016_343_en.txt
regles minimales communes,peut egalement eliminer les obstacles a,libre circulation sur tout le territoire,directive_(eu)_2016_343_en.txt
regles minimales,peut eliminer les obstacles a,mouvement,directive_(eu)_2016_343_en.txt
ces regles minimales,peut eliminer les obstacles a,libre circulation des citoyens sur tout le territoire des Etats membres,directive_(eu)_2016_343_en.txt
ces regles minimales communes,peut eliminer les obstacles a,circulation des citoyens sur tout le territoire,directive_(eu)_2016_343_en.txt
ces regles minimales,peut supprimer pour,circulation des citoyens sur le territoire des Etats membres,directive_(eu)_2016_343_en.txt
regles minimales,peut supprimer pour,circulation sur l'ensemble du territoire des Etats membres,directive_(eu)_2016_343_en.txt
ces regles minimales communes,peut egalement supprimer pour,libre circulation des citoyens sur tout le territoire des Etats membres,directive_(eu)_2016_343_en.txt
ces regles minimales communes,peut egalement supprimer,obstacles,directive_(eu)_2016_343_en.txt
ces regles minimales,peut supprimer pour,deplacement sur tout le territoire,directive_(eu)_2016_343_en.txt
ces regles minimales communes,peut supprimer pour,circulation sur l'ensemble du territoire des Etats membres,directive_(eu)_2016_343_en.txt
regles minimales,peut egalement eliminer les obstacles a,libre circulation des citoyens sur tout le territoire,directive_(eu)_2016_343_en.txt
ces regles minimales communes,peut egalement eliminer les obstacles a,circulation sur l'ensemble du territoire des Etats membres,directive_(eu)_2016_343_en.txt
regles minimales,peut egalement supprimer pour,deplacement sur tout le territoire,directive_(eu)_2016_343_en.txt
ces regles minimales,peut egalement supprimer pour,circulation des citoyens,directive_(eu)_2016_343_en.txt
regles minimales,peut egalement eliminer les obstacles a,circulation des citoyens,directive_(eu)_2016_343_en.txt
ces regles minimales communes,peut supprimer pour,libre circulation des citoyens sur tout le territoire des Etats membres,directive_(eu)_2016_343_en.txt
ces regles minimales communes,peut eliminer les obstacles a,deplacement sur tout le territoire,directive_(eu)_2016_343_en.txt
ces regles minimales communes,peut egalement supprimer pour,circulation des citoyens sur tout le territoire,directive_(eu)_2016_343_en.txt
ces regles minimales,peut egalement eliminer les obstacles a,libre circulation des citoyens sur tout le territoire,directive_(eu)_2016_343_en.txt
regles minimales communes,peut supprimer pour,libre circulation des citoyens sur tout le territoire des Etats membres,directive_(eu)_2016_343_en.txt
ces regles minimales,peut egalement supprimer pour,libre circulation des citoyens sur tout le territoire,directive_(eu)_2016_343_en.txt
ces regles minimales,peut egalement eliminer les obstacles a,deplacement sur tout le territoire,directive_(eu)_2016_343_en.txt
regles minimales,peut egalement supprimer pour,mouvement,directive_(eu)_2016_343_en.txt
ces regles minimales,peut egalement supprimer pour,libre circulation sur tout le territoire des Etats membres,directive_(eu)_2016_343_en.txt
ces regles minimales communes,peut eliminer les obstacles a,libre circulation des citoyens sur tout le territoire des Etats membres,directive_(eu)_2016_343_en.txt
regles minimales communes,peut egalement supprimer,obstacles,directive_(eu)_2016_343_en.txt
ces regles minimales,peut egalement supprimer pour,libre circulation des citoyens sur tout le territoire des Etats membres,directive_(eu)_2016_343_en.txt
regles minimales communes,peut egalement supprimer pour,circulation sur l'ensemble du territoire des Etats membres,directive_(eu)_2016_343_en.txt
ces regles minimales communes,peut eliminer les obstacles a,circulation des citoyens sur le territoire des Etats membres,directive_(eu)_2016_343_en.txt
regles minimales communes,peut supprimer pour,mouvement libre,directive_(eu)_2016_343_en.txt
ces regles minimales communes,peut egalement eliminer les obstacles a,libre circulation sur tout le territoire des Etats membres,directive_(eu)_2016_343_en.txt
regles minimales communes,peut supprimer pour,deplacement sur tout le territoire,directive_(eu)_2016_343_en.txt
ces regles minimales,peut egalement supprimer pour,mouvement libre,directive_(eu)_2016_343_en.txt
regles minimales,peut egalement eliminer les obstacles a,circulation des citoyens sur tout le territoire,directive_(eu)_2016_343_en.txt
ces regles minimales,peut supprimer pour,libre circulation des citoyens sur tout le territoire des Etats membres,directive_(eu)_2016_343_en.txt
regles minimales communes,peut egalement supprimer pour,mouvement,directive_(eu)_2016_343_en.txt
regles minimales communes,peut egalement eliminer les obstacles a,deplacement sur tout le territoire,directive_(eu)_2016_343_en.txt
ces regles minimales,peut supprimer pour,libre circulation des citoyens,directive_(eu)_2016_343_en.txt
ces regles minimales,peut egalement supprimer pour,circulation des citoyens sur tout le territoire,directive_(eu)_2016_343_en.txt
regles minimales communes,peut eliminer les obstacles a,circulation des citoyens sur le territoire des Etats membres,directive_(eu)_2016_343_en.txt
ces regles minimales,peut egalement supprimer pour,libre circulation sur tout le territoire,directive_(eu)_2016_343_en.txt
regles minimales,peut supprimer pour,libre circulation des citoyens sur tout le territoire,directive_(eu)_2016_343_en.txt
regles minimales communes,peut egalement supprimer pour,circulation des citoyens,directive_(eu)_2016_343_en.txt
ces regles minimales communes,peut egalement eliminer les obstacles a,circulation des citoyens sur le territoire des Etats membres,directive_(eu)_2016_343_en.txt
regles minimales communes,peut egalement eliminer les obstacles a,mouvement libre,directive_(eu)_2016_343_en.txt
ces regles minimales,peut eliminer les obstacles a,circulation des citoyens,directive_(eu)_2016_343_en.txt
ces regles minimales,peut egalement eliminer les obstacles a,circulation des citoyens,directive_(eu)_2016_343_en.txt
ces regles minimales communes,peut supprimer,obstacles,directive_(eu)_2016_343_en.txt
ces regles minimales,peut eliminer les obstacles a,mouvement,directive_(eu)_2016_343_en.txt
ces regles minimales,peut egalement supprimer,obstacles,directive_(eu)_2016_343_en.txt
ces regles minimales,peut egalement eliminer les obstacles a,libre circulation des citoyens sur tout le territoire des Etats membres,directive_(eu)_2016_343_en.txt
regles minimales,peut supprimer pour,libre circulation sur tout le territoire,directive_(eu)_2016_343_en.txt
regles minimales,peut supprimer pour,mouvement libre,directive_(eu)_2016_343_en.txt
ces regles minimales communes,peut egalement eliminer les obstacles a,libre circulation des citoyens sur tout le territoire des Etats membres,directive_(eu)_2016_343_en.txt
regles minimales,peut eliminer les obstacles a,circulation des citoyens,directive_(eu)_2016_343_en.txt
ces regles minimales communes,peut egalement supprimer pour,circulation sur l'ensemble du territoire des Etats membres,directive_(eu)_2016_343_en.txt
ces regles minimales,peut supprimer,obstacles,directive_(eu)_2016_343_en.txt
ces regles minimales,peut egalement supprimer pour,deplacement sur tout le territoire,directive_(eu)_2016_343_en.txt
regles minimales communes,peut egalement supprimer pour,libre circulation des citoyens sur tout le territoire,directive_(eu)_2016_343_en.txt
ces regles minimales,peut eliminer les obstacles a,mouvement libre,directive_(eu)_2016_343_en.txt
regles minimales,peut eliminer les obstacles a,mouvement libre,directive_(eu)_2016_343_en.txt
ces regles minimales,peut eliminer les obstacles a,libre circulation sur tout le territoire des Etats membres,directive_(eu)_2016_343_en.txt
regles minimales communes,peut eliminer les obstacles a,circulation des citoyens sur tout le territoire,directive_(eu)_2016_343_en.txt
regles minimales,peut eliminer les obstacles a,libre circulation des citoyens sur tout le territoire,directive_(eu)_2016_343_en.txt
ces regles minimales communes,peut supprimer pour,libre circulation sur tout le territoire,directive_(eu)_2016_343_en.txt
regles minimales communes,peut egalement eliminer les obstacles a,circulation des citoyens sur le territoire des Etats membres,directive_(eu)_2016_343_en.txt
ces regles minimales,peut eliminer les obstacles a,circulation des citoyens sur le territoire des Etats membres,directive_(eu)_2016_343_en.txt
ces regles minimales communes,peut eliminer les obstacles a,libre circulation des citoyens sur tout le territoire,directive_(eu)_2016_343_en.txt
regles minimales communes,peut egalement supprimer pour,libre circulation sur tout le territoire des Etats membres,directive_(eu)_2016_343_en.txt
regles minimales communes,peut egalement supprimer pour,libre circulation sur tout le territoire,directive_(eu)_2016_343_en.txt
regles minimales communes,peut eliminer les obstacles a,libre circulation des citoyens sur tout le territoire des Etats membres,directive_(eu)_2016_343_en.txt
