en_Subject,en_Predicate,en_Object,Triple_ID
needs,are,in implementation of directive taken into account,directive_(eu)_2016_343_en.txt
children,be given,degree of protection,directive_(eu)_2016_343_en.txt
43 children,be given,specific degree of protection,directive_(eu)_2016_343_en.txt
43 children,be given,degree of protection,directive_(eu)_2016_343_en.txt
43 children,be,given,directive_(eu)_2016_343_en.txt
43 children,be given,degree,directive_(eu)_2016_343_en.txt
children,be given,degree,directive_(eu)_2016_343_en.txt
43 children,be given,specific degree,directive_(eu)_2016_343_en.txt
children,be given,specific degree,directive_(eu)_2016_343_en.txt
43 children,are,vulnerable,directive_(eu)_2016_343_en.txt
children,be,given,directive_(eu)_2016_343_en.txt
children,are,vulnerable,directive_(eu)_2016_343_en.txt
children,be given,specific degree of protection,directive_(eu)_2016_343_en.txt
specific safeguards,should,therefore should established,directive_(eu)_2016_343_en.txt
specific procedural safeguards,should,therefore in respect should established,directive_(eu)_2016_343_en.txt
procedural safeguards,should,therefore in respect provided should established,directive_(eu)_2016_343_en.txt
specific procedural safeguards,should,therefore in respect provided for in directive should established,directive_(eu)_2016_343_en.txt
specific procedural safeguards,should,in respect should established,directive_(eu)_2016_343_en.txt
safeguards,should,in respect provided should established,directive_(eu)_2016_343_en.txt
safeguards,should,in respect provided for in directive should established,directive_(eu)_2016_343_en.txt
procedural safeguards,should,in respect provided for in directive should established,directive_(eu)_2016_343_en.txt
specific safeguards,should,should established,directive_(eu)_2016_343_en.txt
specific safeguards,should,in respect provided should established,directive_(eu)_2016_343_en.txt
safeguards,should,in respect should established,directive_(eu)_2016_343_en.txt
specific safeguards,should,in respect should established,directive_(eu)_2016_343_en.txt
specific procedural safeguards,should,should established,directive_(eu)_2016_343_en.txt
procedural safeguards,should,therefore in respect provided for in directive should established,directive_(eu)_2016_343_en.txt
procedural safeguards,should,therefore in respect should established,directive_(eu)_2016_343_en.txt
procedural safeguards,should,therefore should established,directive_(eu)_2016_343_en.txt
specific procedural safeguards,should,therefore should established,directive_(eu)_2016_343_en.txt
specific safeguards,should,in respect provided for in directive should established,directive_(eu)_2016_343_en.txt
specific procedural safeguards,should,therefore in respect provided should established,directive_(eu)_2016_343_en.txt
safeguards,should,therefore should established,directive_(eu)_2016_343_en.txt
procedural safeguards,should,in respect should established,directive_(eu)_2016_343_en.txt
safeguards,should,should established,directive_(eu)_2016_343_en.txt
procedural safeguards,should,should established,directive_(eu)_2016_343_en.txt
specific safeguards,should,therefore in respect provided should established,directive_(eu)_2016_343_en.txt
safeguards,should,therefore in respect should established,directive_(eu)_2016_343_en.txt
specific safeguards,should,therefore in respect provided for in directive should established,directive_(eu)_2016_343_en.txt
specific procedural safeguards,should,in respect provided for in directive should established,directive_(eu)_2016_343_en.txt
specific safeguards,should,therefore in respect should established,directive_(eu)_2016_343_en.txt
procedural safeguards,should,in respect provided should established,directive_(eu)_2016_343_en.txt
specific procedural safeguards,should,in respect provided should established,directive_(eu)_2016_343_en.txt
safeguards,should,therefore in respect provided should established,directive_(eu)_2016_343_en.txt
safeguards,should,therefore in respect provided for in directive should established,directive_(eu)_2016_343_en.txt
member states,put in,event of breach,directive_(eu)_2016_343_en.txt
member states,put in,event of breach conferred,directive_(eu)_2016_343_en.txt
member states,put in,event of breach of right conferred upon individuals,directive_(eu)_2016_343_en.txt
member states,put in,event of breach conferred upon individuals by union law,directive_(eu)_2016_343_en.txt
member states,put remedies in,event of breach of right conferred upon individuals,directive_(eu)_2016_343_en.txt
member states,put remedies in,place,directive_(eu)_2016_343_en.txt
member states,put,remedies,directive_(eu)_2016_343_en.txt
member states,put,adequate remedies,directive_(eu)_2016_343_en.txt
member states,put remedies in,event of breach of right,directive_(eu)_2016_343_en.txt
member states,put in,event of breach conferred upon individuals,directive_(eu)_2016_343_en.txt
member states,put remedies in,event,directive_(eu)_2016_343_en.txt
member states,put remedies in,event of breach conferred upon individuals by union law,directive_(eu)_2016_343_en.txt
member states,put remedies in,event of breach of right conferred upon individuals by union law,directive_(eu)_2016_343_en.txt
member states,put in,event of breach of right,directive_(eu)_2016_343_en.txt
member states,put remedies in,event of breach conferred upon individuals,directive_(eu)_2016_343_en.txt
member states,put in,event of breach of right conferred upon individuals by union law,directive_(eu)_2016_343_en.txt
member states,put remedies in,event of breach,directive_(eu)_2016_343_en.txt
member states,put in,place,directive_(eu)_2016_343_en.txt
member states,put in,event,directive_(eu)_2016_343_en.txt
member states,put remedies in,event of breach conferred,directive_(eu)_2016_343_en.txt
member states,put remedies in,event of breach of right conferred,directive_(eu)_2016_343_en.txt
member states,put in,event of breach of right conferred,directive_(eu)_2016_343_en.txt
remedy,have,effect,directive_(eu)_2016_343_en.txt
remedy,laid down in,directive,directive_(eu)_2016_343_en.txt
remedy,far have,effect,directive_(eu)_2016_343_en.txt
suspects,accused persons in,position,directive_(eu)_2016_343_en.txt
remedy,far have,effect of placing,directive_(eu)_2016_343_en.txt
remedy,as far have,effect,directive_(eu)_2016_343_en.txt
remedy,have,effect of placing,directive_(eu)_2016_343_en.txt
effective remedy,laid down in,directive,directive_(eu)_2016_343_en.txt
suspects,accused in,position,directive_(eu)_2016_343_en.txt
suspects,accused persons in,same position,directive_(eu)_2016_343_en.txt
remedy,as far have,effect of placing,directive_(eu)_2016_343_en.txt
suspects,accused in,same position,directive_(eu)_2016_343_en.txt
statements,made by,suspects,directive_(eu)_2016_343_en.txt
rights,accused,fairness of proceedings,directive_(eu)_2016_343_en.txt
assessing statements,made by,suspects,directive_(eu)_2016_343_en.txt
evidence,obtained,to remain,directive_(eu)_2016_343_en.txt
evidence,remain,silent,directive_(eu)_2016_343_en.txt
evidence,obtained,remain,directive_(eu)_2016_343_en.txt
evidence,obtained in,breach,directive_(eu)_2016_343_en.txt
rights,accused,fairness,directive_(eu)_2016_343_en.txt
evidence,obtained in,breach of right,directive_(eu)_2016_343_en.txt
rights,accused,persons,directive_(eu)_2016_343_en.txt
regard,should,should had to case law of european court,directive_(eu)_2016_343_en.txt
regard,should,in context should had to case law,directive_(eu)_2016_343_en.txt
echr,would render of,illtreatment,directive_(eu)_2016_343_en.txt
echr,would render,proceedings,directive_(eu)_2016_343_en.txt
regard,should,in context should had to case law of european court of human rights,directive_(eu)_2016_343_en.txt
echr,would render proceedings of,torture in breach of article 3,directive_(eu)_2016_343_en.txt
echr,would render as,unfair,directive_(eu)_2016_343_en.txt
regard,should,should had to case law of european court of human rights,directive_(eu)_2016_343_en.txt
regard,should,should had to case law,directive_(eu)_2016_343_en.txt
relevant facts,is in,criminal proceedings,directive_(eu)_2016_343_en.txt
torture,is in,breach of article 3,directive_(eu)_2016_343_en.txt
echr,would render of,torture in breach,directive_(eu)_2016_343_en.txt
echr,would render of,torture,directive_(eu)_2016_343_en.txt
regard,should,in context should had,directive_(eu)_2016_343_en.txt
echr,would render proceedings of,illtreatment,directive_(eu)_2016_343_en.txt
echr,would render of,torture in breach of article 3,directive_(eu)_2016_343_en.txt
admission,obtained as,result,directive_(eu)_2016_343_en.txt
echr,would render proceedings of,torture,directive_(eu)_2016_343_en.txt
echr,would render proceedings as,whole unfair,directive_(eu)_2016_343_en.txt
echr,would render proceedings of,torture in breach,directive_(eu)_2016_343_en.txt
regard,should,should had,directive_(eu)_2016_343_en.txt
regard,should,in context should had to case law of european court,directive_(eu)_2016_343_en.txt
echr,would render as,whole unfair,directive_(eu)_2016_343_en.txt
echr,would render proceedings as,unfair,directive_(eu)_2016_343_en.txt
evidence,is in,proceedings,directive_(eu)_2016_343_en.txt
data,could include,records,directive_(eu)_2016_343_en.txt
regards remedies,applied in,case of breach of any of aspects of presumption,directive_(eu)_2016_343_en.txt
regards remedies,applied in,case of breach of any of aspects of presumption of innocence covered,directive_(eu)_2016_343_en.txt
regards remedies,applied in,case of breach of any of aspects of presumption covered by directive,directive_(eu)_2016_343_en.txt
data,could include,records made by law enforcement,directive_(eu)_2016_343_en.txt
regards remedies,applied in,case of breach of any covered by directive,directive_(eu)_2016_343_en.txt
regards remedies,applied in,case of breach covered by directive,directive_(eu)_2016_343_en.txt
regards remedies,applied in,case of breach of any covered,directive_(eu)_2016_343_en.txt
regards remedies,applied in,case of breach of any of aspects of presumption of innocence,directive_(eu)_2016_343_en.txt
regards remedies,applied in,case of breach of any of aspects covered by directive,directive_(eu)_2016_343_en.txt
regards remedies,applied in,case of breach,directive_(eu)_2016_343_en.txt
such data,could include,records made,directive_(eu)_2016_343_en.txt
regards remedies,applied in,case of breach of any of aspects covered,directive_(eu)_2016_343_en.txt
such data,could include,records,directive_(eu)_2016_343_en.txt
such data,could include,records made by law enforcement,directive_(eu)_2016_343_en.txt
regards remedies,applied in,case,directive_(eu)_2016_343_en.txt
regards remedies,applied in,case of breach covered,directive_(eu)_2016_343_en.txt
regards remedies,applied in,case of breach of any,directive_(eu)_2016_343_en.txt
data,could include,records made,directive_(eu)_2016_343_en.txt
regards remedies,applied in,case of breach of any of aspects of presumption of innocence covered by directive,directive_(eu)_2016_343_en.txt
regards remedies,applied in,case of breach of any of aspects of presumption covered,directive_(eu)_2016_343_en.txt
regards remedies,applied in,case of breach of any of aspects,directive_(eu)_2016_343_en.txt
right,integration of,persons with disabilities,directive_(eu)_2016_343_en.txt
directive,upholds,rights recognised,directive_(eu)_2016_343_en.txt
right,respect for,private life,directive_(eu)_2016_343_en.txt
integrity,to right is,rights of child,directive_(eu)_2016_343_en.txt
directive,upholds,fundamental rights recognised,directive_(eu)_2016_343_en.txt
directive,upholds,rights,directive_(eu)_2016_343_en.txt
