en_Subject,en_Predicate,en_Object,Triple_ID,en_Subject_concept,en_Predicate_concept,en_Object_concept
member states,shall take,ensure,directive_(eu)_2016_1919_en.txt,states,-,-
their request,is,refused,directive_(eu)_2016_1919_en.txt,-,-,-
their request,is refused in,full,directive_(eu)_2016_1919_en.txt,-,-,-
member states,shall take,necessary measures,directive_(eu)_2016_1919_en.txt,states,-,-
their request,is,if refused in full,directive_(eu)_2016_1919_en.txt,-,-,-
suspects,are,informed,directive_(eu)_2016_1919_en.txt,-,-,-
suspects,are,informed in writing,directive_(eu)_2016_1919_en.txt,-,-,-
their request,is,if refused in full in part,directive_(eu)_2016_1919_en.txt,-,-,apartheid:partnership
member states,shall take,measures,directive_(eu)_2016_1919_en.txt,states,-,-
their request,is,refused in full in part,directive_(eu)_2016_1919_en.txt,-,-,apartheid:partnership
member states,shall take,measures,directive_(eu)_2016_1919_en.txt,states,-,-
member states,shall take,to ensure,directive_(eu)_2016_1919_en.txt,states,-,-
member states,shall take,necessary measures,directive_(eu)_2016_1919_en.txt,states,-,-
member states,shall take measures,to ensure,directive_(eu)_2016_1919_en.txt,states,-,-
member states,shall take measures,ensure,directive_(eu)_2016_1919_en.txt,states,-,-
member states,shall take,ensure,directive_(eu)_2016_1919_en.txt,states,-,-
adequate training,is provided to,staff involved in decision in proceedings,directive_(eu)_2016_1919_en.txt,-,-,staff:decision:decision-making:frameworkdecision:decisions:decisions...
training,is provided to,staff involved in decision making on aid in criminal proceedings,directive_(eu)_2016_1919_en.txt,-,-,staff:decision:decision-making:frameworkdecision:decisions:decisions...:bread-making:decision-making:pastry-making:aid:legalaid:criminalprocedure:criminal proceedings
adequate training,is provided to,staff involved in decision making in arrest warrant proceedings,directive_(eu)_2016_1919_en.txt,-,-,staff:decision:decision-making:frameworkdecision:decisions:decisions...:bread-making:decision-making:pastry-making:arrest:arrested:warrant
training,is provided to,staff involved in decision in criminal proceedings in arrest warrant proceedings,directive_(eu)_2016_1919_en.txt,-,-,staff:decision:decision-making:frameworkdecision:decisions:decisions...:criminalprocedure:arrest:arrested:warrant:criminal proceedings
adequate training,is provided to,staff involved in european arrest warrant proceedings,directive_(eu)_2016_1919_en.txt,-,-,staff:european:europeanconvention:arrest:arrested:warrant:european arrest warrant
adequate training,is provided to,staff involved in decision in criminal proceedings in arrest warrant proceedings,directive_(eu)_2016_1919_en.txt,-,-,staff:decision:decision-making:frameworkdecision:decisions:decisions...:criminalprocedure:arrest:arrested:warrant:criminal proceedings
adequate training,is provided to,staff involved in decision on aid in proceedings in arrest warrant proceedings,directive_(eu)_2016_1919_en.txt,-,-,staff:decision:decision-making:frameworkdecision:decisions:decisions...:aid:legalaid:arrest:arrested:warrant
adequate training,is provided to,staff involved in decision making on aid in criminal proceedings in european arrest warrant proceedings,directive_(eu)_2016_1919_en.txt,-,-,staff:decision:decision-making:frameworkdecision:decisions:decisions...:bread-making:decision-making:pastry-making:aid:legalaid:criminalprocedure:european:europeanconvention:arrest:arrested:warrant:criminal proceedings:european arrest warrant
training,is provided to,staff,directive_(eu)_2016_1919_en.txt,-,-,staff
adequate training,is provided to,staff involved in decision making on aid in criminal proceedings,directive_(eu)_2016_1919_en.txt,-,-,staff:decision:decision-making:frameworkdecision:decisions:decisions...:bread-making:decision-making:pastry-making:aid:legalaid:criminalprocedure:criminal proceedings
adequate training,is provided to,staff involved in decision on aid in european arrest warrant proceedings,directive_(eu)_2016_1919_en.txt,-,-,staff:decision:decision-making:frameworkdecision:decisions:decisions...:aid:legalaid:european:europeanconvention:arrest:arrested:warrant:european arrest warrant
training,is provided to,staff involved in decision on aid in arrest warrant proceedings,directive_(eu)_2016_1919_en.txt,-,-,staff:decision:decision-making:frameworkdecision:decisions:decisions...:aid:legalaid:arrest:arrested:warrant
adequate training,is provided to,staff involved in decision making on aid in proceedings in arrest warrant proceedings,directive_(eu)_2016_1919_en.txt,-,-,staff:decision:decision-making:frameworkdecision:decisions:decisions...:bread-making:decision-making:pastry-making:aid:legalaid:arrest:arrested:warrant
training,is provided to,staff involved in decision on legal aid in criminal proceedings in european arrest warrant proceedings,directive_(eu)_2016_1919_en.txt,-,-,staff:decision:decision-making:frameworkdecision:decisions:decisions...:legality:legalactions:legalaid:aid:legalaid:criminalprocedure:european:europeanconvention:arrest:arrested:warrant:legal aid:criminal proceedings:european arrest warrant
training,is provided to,staff involved in decision making on legal aid in proceedings in european arrest warrant proceedings,directive_(eu)_2016_1919_en.txt,-,-,staff:decision:decision-making:frameworkdecision:decisions:decisions...:bread-making:decision-making:pastry-making:legality:legalactions:legalaid:aid:legalaid:european:europeanconvention:arrest:arrested:warrant:legal aid:european arrest warrant
training,is provided to,staff involved in decision making in criminal proceedings in arrest warrant proceedings,directive_(eu)_2016_1919_en.txt,-,-,staff:decision:decision-making:frameworkdecision:decisions:decisions...:bread-making:decision-making:pastry-making:criminalprocedure:arrest:arrested:warrant:criminal proceedings
adequate training,is provided to,staff involved in decision making on aid in proceedings,directive_(eu)_2016_1919_en.txt,-,-,staff:decision:decision-making:frameworkdecision:decisions:decisions...:bread-making:decision-making:pastry-making:aid:legalaid
adequate training,is provided to,staff involved in decision making on legal aid in proceedings in european arrest warrant proceedings,directive_(eu)_2016_1919_en.txt,-,-,staff:decision:decision-making:frameworkdecision:decisions:decisions...:bread-making:decision-making:pastry-making:legality:legalactions:legalaid:aid:legalaid:european:europeanconvention:arrest:arrested:warrant:legal aid:european arrest warrant
adequate training,is provided to,staff involved in decision in arrest warrant proceedings,directive_(eu)_2016_1919_en.txt,-,-,staff:decision:decision-making:frameworkdecision:decisions:decisions...:arrest:arrested:warrant
training,is provided to,staff involved in decision on aid in criminal proceedings,directive_(eu)_2016_1919_en.txt,-,-,staff:decision:decision-making:frameworkdecision:decisions:decisions...:aid:legalaid:criminalprocedure:criminal proceedings
training,is provided to,staff involved in decision on legal aid in arrest warrant proceedings,directive_(eu)_2016_1919_en.txt,-,-,staff:decision:decision-making:frameworkdecision:decisions:decisions...:legality:legalactions:legalaid:aid:legalaid:arrest:arrested:warrant:legal aid
adequate training,is provided to,staff involved in decision in european arrest warrant proceedings,directive_(eu)_2016_1919_en.txt,-,-,staff:decision:decision-making:frameworkdecision:decisions:decisions...:european:europeanconvention:arrest:arrested:warrant:european arrest warrant
training,is provided to,staff involved in decision making in proceedings in european arrest warrant proceedings,directive_(eu)_2016_1919_en.txt,-,-,staff:decision:decision-making:frameworkdecision:decisions:decisions...:bread-making:decision-making:pastry-making:european:europeanconvention:arrest:arrested:warrant:european arrest warrant
adequate training,is provided to,staff involved in decision making in proceedings in european arrest warrant proceedings,directive_(eu)_2016_1919_en.txt,-,-,staff:decision:decision-making:frameworkdecision:decisions:decisions...:bread-making:decision-making:pastry-making:european:europeanconvention:arrest:arrested:warrant:european arrest warrant
adequate training,is provided to,staff involved in decision making in european arrest warrant proceedings,directive_(eu)_2016_1919_en.txt,-,-,staff:decision:decision-making:frameworkdecision:decisions:decisions...:bread-making:decision-making:pastry-making:european:europeanconvention:arrest:arrested:warrant:european arrest warrant
adequate training,is provided to,staff involved in decision making on legal aid in criminal proceedings,directive_(eu)_2016_1919_en.txt,-,-,staff:decision:decision-making:frameworkdecision:decisions:decisions...:bread-making:decision-making:pastry-making:legality:legalactions:legalaid:aid:legalaid:criminalprocedure:legal aid:criminal proceedings
training,is provided to,staff involved in decision on legal aid in european arrest warrant proceedings,directive_(eu)_2016_1919_en.txt,-,-,staff:decision:decision-making:frameworkdecision:decisions:decisions...:legality:legalactions:legalaid:aid:legalaid:european:europeanconvention:arrest:arrested:warrant:legal aid:european arrest warrant
training,is provided to,staff involved in decision on aid in proceedings in european arrest warrant proceedings,directive_(eu)_2016_1919_en.txt,-,-,staff:decision:decision-making:frameworkdecision:decisions:decisions...:aid:legalaid:european:europeanconvention:arrest:arrested:warrant:european arrest warrant
adequate training,is provided to,staff involved in decision in proceedings in european arrest warrant proceedings,directive_(eu)_2016_1919_en.txt,-,-,staff:decision:decision-making:frameworkdecision:decisions:decisions...:european:europeanconvention:arrest:arrested:warrant:european arrest warrant
adequate training,is provided to,staff involved in decision making,directive_(eu)_2016_1919_en.txt,-,-,staff:decision:decision-making:frameworkdecision:decisions:decisions...:bread-making:decision-making:pastry-making
adequate training,is provided to,staff involved,directive_(eu)_2016_1919_en.txt,-,-,staff
adequate training,is provided to,staff involved in decision on legal aid in criminal proceedings,directive_(eu)_2016_1919_en.txt,-,-,staff:decision:decision-making:frameworkdecision:decisions:decisions...:legality:legalactions:legalaid:aid:legalaid:criminalprocedure:legal aid:criminal proceedings
adequate training,is provided to,staff involved in decision on legal aid in proceedings,directive_(eu)_2016_1919_en.txt,-,-,staff:decision:decision-making:frameworkdecision:decisions:decisions...:legality:legalactions:legalaid:aid:legalaid:legal aid
training,is provided to,staff involved in decision on aid in criminal proceedings in arrest warrant proceedings,directive_(eu)_2016_1919_en.txt,-,-,staff:decision:decision-making:frameworkdecision:decisions:decisions...:aid:legalaid:criminalprocedure:arrest:arrested:warrant:criminal proceedings
adequate training,is provided to,staff involved in decision making on legal aid in criminal proceedings in arrest warrant proceedings,directive_(eu)_2016_1919_en.txt,-,-,staff:decision:decision-making:frameworkdecision:decisions:decisions...:bread-making:decision-making:pastry-making:legality:legalactions:legalaid:aid:legalaid:criminalprocedure:arrest:arrested:warrant:legal aid:criminal proceedings
training,is provided to,staff involved in arrest warrant proceedings,directive_(eu)_2016_1919_en.txt,-,-,staff:arrest:arrested:warrant
training,is provided to,staff involved in decision making on legal aid,directive_(eu)_2016_1919_en.txt,-,-,staff:decision:decision-making:frameworkdecision:decisions:decisions...:bread-making:decision-making:pastry-making:legality:legalactions:legalaid:aid:legalaid:legal aid
adequate training,is provided to,staff involved in decision on legal aid,directive_(eu)_2016_1919_en.txt,-,-,staff:decision:decision-making:frameworkdecision:decisions:decisions...:legality:legalactions:legalaid:aid:legalaid:legal aid
training,is provided to,staff involved in decision making on aid,directive_(eu)_2016_1919_en.txt,-,-,staff:decision:decision-making:frameworkdecision:decisions:decisions...:bread-making:decision-making:pastry-making:aid:legalaid
adequate training,is provided to,staff involved in decision making on aid in arrest warrant proceedings,directive_(eu)_2016_1919_en.txt,-,-,staff:decision:decision-making:frameworkdecision:decisions:decisions...:bread-making:decision-making:pastry-making:aid:legalaid:arrest:arrested:warrant
adequate training,is provided to,staff involved in decision on aid in criminal proceedings in european arrest warrant proceedings,directive_(eu)_2016_1919_en.txt,-,-,staff:decision:decision-making:frameworkdecision:decisions:decisions...:aid:legalaid:criminalprocedure:european:europeanconvention:arrest:arrested:warrant:criminal proceedings:european arrest warrant
adequate training,is provided to,staff involved in decision on aid in criminal proceedings,directive_(eu)_2016_1919_en.txt,-,-,staff:decision:decision-making:frameworkdecision:decisions:decisions...:aid:legalaid:criminalprocedure:criminal proceedings
training,is provided to,staff involved in decision on legal aid in proceedings in arrest warrant proceedings,directive_(eu)_2016_1919_en.txt,-,-,staff:decision:decision-making:frameworkdecision:decisions:decisions...:legality:legalactions:legalaid:aid:legalaid:arrest:arrested:warrant:legal aid
training,is provided to,staff involved in decision in criminal proceedings in european arrest warrant proceedings,directive_(eu)_2016_1919_en.txt,-,-,staff:decision:decision-making:frameworkdecision:decisions:decisions...:criminalprocedure:european:europeanconvention:arrest:arrested:warrant:criminal proceedings:european arrest warrant
adequate training,is provided to,staff involved in decision on aid in proceedings in european arrest warrant proceedings,directive_(eu)_2016_1919_en.txt,-,-,staff:decision:decision-making:frameworkdecision:decisions:decisions...:aid:legalaid:european:europeanconvention:arrest:arrested:warrant:european arrest warrant
training,is provided to,staff involved in decision making on legal aid in european arrest warrant proceedings,directive_(eu)_2016_1919_en.txt,-,-,staff:decision:decision-making:frameworkdecision:decisions:decisions...:bread-making:decision-making:pastry-making:legality:legalactions:legalaid:aid:legalaid:european:europeanconvention:arrest:arrested:warrant:legal aid:european arrest warrant
training,is provided to,staff involved in decision on aid in proceedings,directive_(eu)_2016_1919_en.txt,-,-,staff:decision:decision-making:frameworkdecision:decisions:decisions...:aid:legalaid
adequate training,is provided to,staff involved in decision making on aid in proceedings in european arrest warrant proceedings,directive_(eu)_2016_1919_en.txt,-,-,staff:decision:decision-making:frameworkdecision:decisions:decisions...:bread-making:decision-making:pastry-making:aid:legalaid:european:europeanconvention:arrest:arrested:warrant:european arrest warrant
