fr_Subject,fr_Predicate,fr_Object,Triple_ID,fr_Subject_concept,fr_Predicate_concept,fr_Object_concept
protection,est,en ce qui concerne les personnes physiques refletees dans la jurisprudence,directive_(eu)_2016_343_en.txt,-,-,personnel:jurisprudence:personne physique
une telle protection,est,en ce qui concerne les personnes physiques refletees dans la jurisprudence bien etablie de la Cour europeenne des droits de l'homme,directive_(eu)_2016_343_en.txt,-,-,personnel:jurisprudence:personne physique:droits de lhomme:Cour europeenne des droits de lhomme
une telle protection,est,en ce qui concerne les personnes visees par la jurisprudence bien etablie de la Cour europeenne des droits de l'homme,directive_(eu)_2016_343_en.txt,-,-,personnel:jurisprudence:droits de lhomme:Cour europeenne des droits de lhomme
protection,est,en ce qui concerne les personnes physiques refletees dans la jurisprudence bien etablie de la Cour europeenne,directive_(eu)_2016_343_en.txt,-,-,personnel:jurisprudence:personne physique
protection,se reflete dans,jurisprudence bien etablie,directive_(eu)_2016_343_en.txt,-,-,jurisprudence
une telle protection,est,en ce qui concerne les personnes visees par la jurisprudence de la Cour europeenne des droits de l'homme,directive_(eu)_2016_343_en.txt,-,-,personnel:jurisprudence:droits de lhomme:Cour europeenne des droits de lhomme
protection,se reflete dans,jurisprudence de la cour europeenne,directive_(eu)_2016_343_en.txt,-,-,jurisprudence
protection,est,en ce qui concerne les personnes visees par la jurisprudence de la Cour europeenne des droits de l'homme,directive_(eu)_2016_343_en.txt,-,-,personnel:jurisprudence:droits de lhomme:Cour europeenne des droits de lhomme
protection,se reflete dans,jurisprudence bien etablie de la cour europeenne,directive_(eu)_2016_343_en.txt,-,-,jurisprudence
une telle protection,est,en ce qui concerne les personnes physiques refletees dans la jurisprudence,directive_(eu)_2016_343_en.txt,-,-,personnel:jurisprudence:personne physique
une telle protection,est,en ce qui concerne les personnes physiques refletees dans la jurisprudence de la cour europeenne,directive_(eu)_2016_343_en.txt,-,-,personnel:jurisprudence:personne physique
protection,est,en ce qui concerne les personnes visees par la jurisprudence,directive_(eu)_2016_343_en.txt,-,-,personnel:jurisprudence
une telle protection,est,en ce qui concerne les personnes physiques refletees dans la jurisprudence bien etablie de la Cour europeenne,directive_(eu)_2016_343_en.txt,-,-,personnel:jurisprudence:personne physique
protection,se reflete comme,concerne les personnes,directive_(eu)_2016_343_en.txt,-,-,personnel
protection,se reflete dans,jurisprudence de la cour europeenne des droits de l'homme,directive_(eu)_2016_343_en.txt,-,-,jurisprudence:droits de lhomme:Cour europeenne des droits de lhomme
protection,est,en ce qui concerne les personnes physiques refletees dans la jurisprudence de la cour europeenne des droits de l'homme,directive_(eu)_2016_343_en.txt,-,-,personnel:jurisprudence:personne physique:droits de lhomme:Cour europeenne des droits de lhomme
une telle protection,se reflete dans,jurisprudence bien etablie de la cour europeenne,directive_(eu)_2016_343_en.txt,-,-,jurisprudence
protection,est,reflete,directive_(eu)_2016_343_en.txt,-,-,-
une telle protection,se reflete comme,concerne les personnes physiques,directive_(eu)_2016_343_en.txt,-,-,personnel:personne physique
une telle protection,se reflete dans,jurisprudence bien etablie de la cour europeenne des droits de l'homme,directive_(eu)_2016_343_en.txt,-,-,jurisprudence:droits de lhomme:Cour europeenne des droits de lhomme
une telle protection,est,en ce qui concerne les personnes visees par une jurisprudence bien etablie,directive_(eu)_2016_343_en.txt,-,-,personnel:jurisprudence
protection,est,en ce qui concerne les personnes physiques refletees dans la jurisprudence bien etablie de la Cour europeenne des droits de l'homme,directive_(eu)_2016_343_en.txt,-,-,personnel:jurisprudence:personne physique:droits de lhomme:Cour europeenne des droits de lhomme
une telle protection,se reflete comme,concerne les personnes,directive_(eu)_2016_343_en.txt,-,-,personnel
protection,est,en ce qui concerne les personnes physiques refletees dans la jurisprudence de la cour europeenne,directive_(eu)_2016_343_en.txt,-,-,personnel:jurisprudence:personne physique
protection,est,en ce qui concerne les personnes visees par une jurisprudence bien etablie,directive_(eu)_2016_343_en.txt,-,-,personnel:jurisprudence
une telle protection,se reflete dans,jurisprudence bien etablie,directive_(eu)_2016_343_en.txt,-,-,jurisprudence
une telle protection,est,en ce qui concerne les personnes refletees dans la jurisprudence bien etablie de la Cour europeenne,directive_(eu)_2016_343_en.txt,-,-,personnel:jurisprudence
une telle protection,est,en ce qui concerne les personnes visees par la jurisprudence,directive_(eu)_2016_343_en.txt,-,-,personnel:jurisprudence
protection,se reflete comme,concerne les personnes physiques,directive_(eu)_2016_343_en.txt,-,-,personnel:personne physique
protection,est,en ce qui concerne les personnes refletees dans la jurisprudence bien etablie de la Cour europeenne,directive_(eu)_2016_343_en.txt,-,-,personnel:jurisprudence
protection,est,en ce qui concerne les personnes visees par la jurisprudence bien etablie de la Cour europeenne des droits de l'homme,directive_(eu)_2016_343_en.txt,-,-,personnel:jurisprudence:droits de lhomme:Cour europeenne des droits de lhomme
une telle protection,est,en ce qui concerne les personnes visees par la jurisprudence de la Cour europeenne,directive_(eu)_2016_343_en.txt,-,-,personnel:jurisprudence
protection,est,en ce qui concerne les personnes visees par la jurisprudence de la Cour europeenne,directive_(eu)_2016_343_en.txt,-,-,personnel:jurisprudence
protection,se reflete dans,jurisprudence bien etablie de la cour europeenne des droits de l'homme,directive_(eu)_2016_343_en.txt,-,-,jurisprudence:droits de lhomme:Cour europeenne des droits de lhomme
protection,est,en ce qui concerne les personnes physiques refletees dans une jurisprudence bien etablie,directive_(eu)_2016_343_en.txt,-,-,personnel:jurisprudence:personne physique
une telle protection,est,reflete,directive_(eu)_2016_343_en.txt,-,-,-
il,legiferer avec,personnes morales,directive_(eu)_2016_343_en.txt,-,-,personnel:personne morale
il,est,premature,directive_(eu)_2016_343_en.txt,-,-,-
il,legiferer sur,Presomption d'innocence,directive_(eu)_2016_343_en.txt,-,-,-
il,legiferer sur,presomption,directive_(eu)_2016_343_en.txt,-,-,-
il,legiferer a,niveau syndical,directive_(eu)_2016_343_en.txt,-,-,-
il,legiferer avec,personnes,directive_(eu)_2016_343_en.txt,-,-,personnel
presomption,devrait,devraient etre assures par des garanties legislatives,directive_(eu)_2016_343_en.txt,-,-,garantie
evolution,est,determiner,directive_(eu)_2016_343_en.txt,-,-,-
presomption,devrait,devraient etre assures par les garanties legislatives existantes,directive_(eu)_2016_343_en.txt,-,-,garantie
evolution,est,determiner,directive_(eu)_2016_343_en.txt,-,-,-
presomption,devrait,devrait etre assure par des garanties,directive_(eu)_2016_343_en.txt,-,-,garantie
presomption,devrait,devraient etre assures par les garanties existantes,directive_(eu)_2016_343_en.txt,-,-,garantie
declarations publiques,faite par,les autorites,directive_(eu)_2016_343_en.txt,declaration publique,-,-
presomption,serait,violerait,directive_(eu)_2016_343_en.txt,-,-,-
declarations,reference,suspect,directive_(eu)_2016_343_en.txt,-,-,-
declarations publiques,reference,suspect,directive_(eu)_2016_343_en.txt,declaration publique,-,-
declarations,faite par,les autorites,directive_(eu)_2016_343_en.txt,-,-,-
declarations,faite par,autorites publiques,directive_(eu)_2016_343_en.txt,-,-,-
declarations publiques,faite par,autorites publiques,directive_(eu)_2016_343_en.txt,declaration publique,-,-
but,prouver,culpabilite,directive_(eu)_2016_343_en.txt,-,-,-
but,accuse,personne,directive_(eu)_2016_343_en.txt,-,-,personnel
but,culpabilite de,suspect,directive_(eu)_2016_343_en.txt,-,-,-
phrase,prend,effet,directive_(eu)_2016_343_en.txt,-,-,-
droits,sont,respecte,directive_(eu)_2016_343_en.txt,-,-,-
peine avec sursis,prend,effet,directive_(eu)_2016_343_en.txt,-,-,-
but,prouver,culpabilite du suspect,directive_(eu)_2016_343_en.txt,-,-,-
de telles decisions,accuse,personne,directive_(eu)_2016_343_en.txt,decision,-,personnel
de telles decisions,accuse,coupable,directive_(eu)_2016_343_en.txt,decision,-,-
de telles decisions,accuse,comme coupable,directive_(eu)_2016_343_en.txt,decision,-,-
de telles decisions,personne accusee,comme coupable,directive_(eu)_2016_343_en.txt,decision,personnel,-
de telles decisions,personne accusee,coupable,directive_(eu)_2016_343_en.txt,decision,personnel,-
autorite competente,pourrait avoir de,caractere procedural,directive_(eu)_2016_343_en.txt,-,-,-
autorite,pourrait avoir de,nature,directive_(eu)_2016_343_en.txt,-,-,-
accuse,des elements de,preuve a charge contre le suspect,directive_(eu)_2016_343_en.txt,-,-,preuve
personne,justifier,decision concernee,directive_(eu)_2016_343_en.txt,personnel,-,decision
autorite,pourrait d'abord avoir de,caractere procedural,directive_(eu)_2016_343_en.txt,-,-,-
accuse,des elements de,preuves a charge,directive_(eu)_2016_343_en.txt,-,-,preuve
accuse,suffisamment d'elements de,preuves a charge,directive_(eu)_2016_343_en.txt,-,-,preuve
accuse,des elements de,preuve contre le suspect,directive_(eu)_2016_343_en.txt,-,-,preuve
personne,justifier,decision,directive_(eu)_2016_343_en.txt,personnel,-,decision
decision,pourrait contenir,reference,directive_(eu)_2016_343_en.txt,decision,-,-
accuse,suffisamment d'elements de,preuve a charge contre le suspect,directive_(eu)_2016_343_en.txt,-,-,preuve
decision,pourrait contenir une reference a,elements,directive_(eu)_2016_343_en.txt,decision,-,-
autorite,pourrait d'abord avoir de,nature,directive_(eu)_2016_343_en.txt,-,-,-
accuse,suffisamment d'elements de,preuve,directive_(eu)_2016_343_en.txt,-,-,preuve
autorite,pourrait avoir de,caractere procedural,directive_(eu)_2016_343_en.txt,-,-,-
autorite competente,pourrait d'abord avoir de,nature,directive_(eu)_2016_343_en.txt,-,-,-
accuse,suffisamment d'elements de,preuve contre le suspect,directive_(eu)_2016_343_en.txt,-,-,preuve
autorite competente,pourrait avoir de,nature,directive_(eu)_2016_343_en.txt,-,-,-
autorite competente,pourrait d'abord avoir de,caractere procedural,directive_(eu)_2016_343_en.txt,-,-,-
accuse,des elements de,preuve,directive_(eu)_2016_343_en.txt,-,-,preuve
utiliser,devrait,devrait se limiter aux situations,directive_(eu)_2016_343_en.txt,-,-,-
utiliser,devrait,devrait confiner,directive_(eu)_2016_343_en.txt,-,-,-
ils,fournir des informations a,les autorites,directive_(eu)_2016_343_en.txt,-,information,-
19 Etats membres,devrait prendre,mesures,directive_(eu)_2016_343_en.txt,-,-,-
Etats membres,devrait prendre,Mesures appropriees,directive_(eu)_2016_343_en.txt,-,-,-
ils,fournir,information,directive_(eu)_2016_343_en.txt,-,-,information
ils,fournir des informations a,autorites publiques,directive_(eu)_2016_343_en.txt,-,information,-
Etats membres,devrait prendre,mesures,directive_(eu)_2016_343_en.txt,-,-,-
19 Etats membres,devrait prendre,Mesures appropriees,directive_(eu)_2016_343_en.txt,-,-,-
ils,fournir des informations a,medias,directive_(eu)_2016_343_en.txt,-,information,-
Etats membres,devrait informer les autorites,fin,directive_(eu)_2016_343_en.txt,-,-,-
Etats membres,devrait informer les autorites de,l'importance d'avoir,directive_(eu)_2016_343_en.txt,-,-,-
Etats membres,devrait informer,autorites publiques,directive_(eu)_2016_343_en.txt,-,-,-
Etats membres,devrait informer de,importance,directive_(eu)_2016_343_en.txt,-,-,-
Etats membres,devrait informer les autorites de,importance,directive_(eu)_2016_343_en.txt,-,-,-
Etats membres,devrait informer,les autorites,directive_(eu)_2016_343_en.txt,-,-,-
Etats membres,devrait informer de,l'importance d'avoir,directive_(eu)_2016_343_en.txt,-,-,-
Etats membres,devrait informer a,fin,directive_(eu)_2016_343_en.txt,-,-,-
autorites competentes,accuse,comme coupable,directive_(eu)_2016_343_en.txt,-,-,-
les autorites,accuses,coupable,directive_(eu)_2016_343_en.txt,-,-,-
les autorites,accuses,comme coupable,directive_(eu)_2016_343_en.txt,-,-,-
les autorites,devrait s'abstenir de,suspects,directive_(eu)_2016_343_en.txt,-,-,-
utiliser,est,requis,directive_(eu)_2016_343_en.txt,-,-,-
autorites competentes,accuses,coupable,directive_(eu)_2016_343_en.txt,-,-,-
utiliser,est,sauf si necessaire pour des raisons,directive_(eu)_2016_343_en.txt,-,-,-
avoir des contacts,est avec,tiers tels temoins,directive_(eu)_2016_343_en.txt,-,-,-
les autorites,accuse,comme coupable,directive_(eu)_2016_343_en.txt,-,-,-
utiliser,concernant,securite,directive_(eu)_2016_343_en.txt,-,-,-
autorites competentes,accuse,personnes,directive_(eu)_2016_343_en.txt,-,-,personnel
utiliser,concernant y compris,prevenir,directive_(eu)_2016_343_en.txt,-,-,-
autorites competentes,accuses,comme coupable,directive_(eu)_2016_343_en.txt,-,-,-
autorites competentes,devrait s'abstenir de,presenter des suspects,directive_(eu)_2016_343_en.txt,-,-,-
suspects,accuse,personnes,directive_(eu)_2016_343_en.txt,-,-,personnel
les autorites,devrait s'abstenir de,presenter des suspects,directive_(eu)_2016_343_en.txt,-,-,-
les autorites,accuse,coupable,directive_(eu)_2016_343_en.txt,-,-,-
utiliser,est,sauf si necessaire pour des raisons specifiques au cas,directive_(eu)_2016_343_en.txt,-,-,-
autorites competentes,devrait s'abstenir de,rechercher,directive_(eu)_2016_343_en.txt,-,-,recherche
utiliser,est,sauf si necessaire,directive_(eu)_2016_343_en.txt,-,-,-
utiliser,est requis pour,les raisons,directive_(eu)_2016_343_en.txt,-,-,-
autorites competentes,accuse,coupable,directive_(eu)_2016_343_en.txt,-,-,-
autorites competentes,devrait s'abstenir de,suspects,directive_(eu)_2016_343_en.txt,-,-,-
utiliser,concernant y compris,pour prevenir,directive_(eu)_2016_343_en.txt,-,-,-
utiliser,est requis pour,raisons specifiques au cas,directive_(eu)_2016_343_en.txt,-,-,-
les autorites,devrait s'abstenir de,rechercher,directive_(eu)_2016_343_en.txt,-,-,recherche
les autorites,accuse,personnes,directive_(eu)_2016_343_en.txt,-,-,personnel
les autorites,accuses dans,rechercher,directive_(eu)_2016_343_en.txt,-,-,recherche
autorites competentes,accuses dans,public,directive_(eu)_2016_343_en.txt,-,-,-
autorites competentes,accuse alors qu'il se trouvait,rechercher,directive_(eu)_2016_343_en.txt,-,-,recherche
les autorites,accuse alors que,personnes,directive_(eu)_2016_343_en.txt,-,-,personnel
